ID,Label,Therapist_Words_in_Transcript/Conversation_Per_Turn,Client_Words_in_Transcript/Conversation_Per_Turn,Ratio_of_Therapist_Client_Words_in_Transcript/Conversation_Per_Turn,Client_Questions_in_Transcript/Conversation_Per_Turn,Therapist_Questions_in_Transcript/Conversation_Per_Turn,Ratio_of_Client_Question/ Therapist_Questions_in_Transcript/Conversation_Per_Turn,Client_Turns_in_Transcript/Conversation,Therapist_Turns_in_Transcript/Conversation,Ratio_of_Client_Therapist_Turns_in_Transcript/Conversation,Average_Speaking_Time_of_Each_Speaker_in_Transcript/Conversation_Per_Turn,STD_Therapist_Words_in_Transcript/Conversation,Skew_Therapist_Words_in_Transcript/Conversation,Kurt_Therapist_Words_in_Transcript/Conversation,STD_Client_Words_in_Transcript/Conversation,Skew_Client_Words_in_Transcript/Conversation,Kurt_Client_Words_in_Transcript/Conversation,MODEL_A_Sem_All_Avg,MODEL_A_Sem_All_SD,MODEL_A_Sem_All_Skew,MODEL_A_Sem_All_Kurt,MODEL_A_Sem_Adj_Avg,MODEL_A_Sem_Adj_SD,MODEL_A_Sem_Adj_Skew,MODEL_A_Sem_Adj_Kurt,MODEL_B_Sem_All_Avg,MODEL_B_Sem_All_SD,MODEL_B_Sem_All_Skew,MODEL_B_Sem_All_Kurt,MODEL_B_Sem_Adj_Avg,MODEL_B_Sem_Adj_SD,MODEL_B_Sem_Adj_Skew,MODEL_B_Sem_Adj_Kurt,MODEL_C_Sem_All_Avg,MODEL_C_Sem_All_SD,MODEL_C_Sem_All_Skew,MODEL_C_Sem_All_Kurt,MODEL_C_Sem_Adj_Avg,MODEL_C_Sem_Adj_SD,MODEL_C_Sem_Adj_Skew,MODEL_C_Sem_Adj_Kurt,Overall_Sentiment_of_Client,Change_in_Client_Sentiment_in_Transcript/Conversation,Engagement
high_106,high,45.875,24,1.911458333,0.617647059,0.764705882,0.807692308,17,16,1,5.009740741,27.42960688,0.142852442,-1.41539843,22.74313083,0.717095196,-0.918138647,0.32601944,0.206536633,0.252906051,-0.518796652,0.346162476,0.237279376,0.119165754,-0.607385322,0.75240984,0.070198743,-0.064172216,-0.412021338,0.771194353,0.08213463,-0.24484778,-0.931292495,0.277671113,0.156832199,0.898040059,1.154251216,0.35503605,0.168715811,0.056755636,-0.761911148,1,10,1
high_107,high,42.4375,32.35294118,1.311704545,0.529411765,0.852941176,0.620689655,17,16,1,4.035035398,47.13663649,1.483960901,0.798262262,26.14608282,0.681174215,-0.913997848,0.264921249,0.191242416,0.980545812,0.897395819,0.318925366,0.183318841,0.425485995,-0.043992136,0.750872512,0.067501527,0.130440666,-0.450089724,0.773031811,0.055737607,0.014113974,-0.736393667,0.272844283,0.15818146,0.909861568,1.253824256,0.315108784,0.154817399,1.025051665,1.10302745,1,10,1
high_108,high,48.38461538,26.28571429,1.840719064,0.535714286,0.964285714,0.555555556,14,13,1,,33.29048528,1.694328054,2.794488722,22.99641635,1.261329002,1.435254642,0.323837009,0.182582956,0.287646437,-0.021745674,0.404713102,0.21179358,0.007156173,-0.581032622,0.764608519,0.062132886,-0.052035897,0.119333785,0.791728545,0.070256733,-0.436064354,-0.584207591,0.300063029,0.166922569,0.805338761,0.633893844,0.396070751,0.175753454,0.349833238,-0.687230108,1,10,1
high_109,high,22.91111111,34.09090909,0.672059259,0.533333333,0.433333333,1.230769231,44,45,1.045454545,6.354545723,17.41580033,0.445281688,-1.146737148,27.50883003,0.877084132,0.146540381,0.302780451,0.16231476,0.445610442,-0.231654634,0.33857471,0.180221896,0.34627059,-0.377748571,0.769489465,0.055502555,-0.304133263,-0.101477892,0.767675576,0.058796565,-0.400400043,-0.202972714,0.287076863,0.11978297,0.638989246,0.574458954,0.297209185,0.131127925,0.846429254,0.631257465,1,31,1
high_110,high,34.29166667,53.41666667,0.641965679,1.06122449,0.489795918,2.166666667,24,24,1.041666667,,48.21552985,3.739546645,15.72347822,37.61812314,0.412048813,-0.081490726,0.342704284,0.193258999,0.407155678,-0.380779941,0.37610948,0.170949519,0.552380366,-0.455413846,0.772255485,0.062842864,0.023225832,-0.432223955,0.773601954,0.060709205,-0.119807532,-0.59658015,0.348431639,0.158338671,0.208016721,-0.571379298,0.36731726,0.149187924,0.13924338,-0.460077633,1,15,1
high_111,high,32.88888889,78.75,0.417636684,0.777777778,0.388888889,2,8,9,1.25,5.200880597,12.43427164,0.88306648,-0.677554844,39.23464213,-0.092463356,-0.929159764,0.398028232,0.200330646,0.115362846,-0.343011141,0.409863366,0.122808487,-0.271771198,-0.246899795,0.775750586,0.078598297,-1.015743635,0.514884901,0.795387896,0.049688683,-1.759276954,3.88067832,0.311282778,0.13303955,0.294448724,-0.029509346,0.339903558,0.113644881,0.198367404,-0.917469359,1,7,0
high_112,high,45.22222222,45.1,1.002710027,0.3,1.05,0.285714286,10,9,1,4.784330435,52.27278876,1.52634036,0.779980379,29.58396713,1.356338098,2.793316344,0.315760794,0.186852442,0.82074819,0.65934851,0.403986975,0.235598112,1.068803088,0.179196102,0.771270742,0.064537439,-0.003993452,-0.322070938,0.78794895,0.056036617,0.127396147,0.121863009,0.315883888,0.168315249,0.406651844,-0.457114502,0.378638745,0.182017816,0.150595654,-1.336356083,1,8,1
high_113,high,46.52380952,74.72727273,0.622581393,0.681818182,0.704545455,0.967741935,22,21,1,3.900344913,27.78600196,1.630067449,2.619016279,44.53482513,0.154138284,-1.016422112,0.404873505,0.207890794,0.348292804,-0.236112348,0.442637262,0.196339436,0.155550443,-0.591170749,0.803624212,0.062635405,-0.844444983,0.927004782,0.820668808,0.052565789,-0.593841207,-0.344545624,0.328858459,0.147071371,0.199579336,-0.677390968,0.409665407,0.146064025,-0.351979645,-0.674277313,1,17,1
high_114,high,33.09090909,21.72727273,1.523012552,0.173913043,0.956521739,0.181818182,11,11,1.090909091,4.7558875,26.18570047,0.710796248,-1.217312986,17.73747958,0.213876583,-1.555905018,0.277533714,0.210525862,0.49489601,-0.607533336,0.34202922,0.192429922,0.359977953,-0.731443782,0.754922558,0.065674005,-0.12611513,-0.434868009,0.771588678,0.060513077,-0.295674966,-0.919619269,0.287902468,0.15486327,0.702633509,0.267118661,0.328662556,0.174660897,0.362991609,-0.656099764,2,8,1
high_115,high,29.26315789,12.10526316,2.417391304,0.256410256,0.871794872,0.294117647,19,19,1.052631579,,16.90444421,0.607877114,-1.035702364,13.01236479,1.555941172,3.083012511,0.258534611,0.195179404,0.804386642,0.873398083,0.228117847,0.179241945,0.437072485,0.104437299,0.744602914,0.087189412,-0.105892129,-0.043660064,0.735311242,0.088721643,0.042969421,-0.544969439,0.346706751,0.170956906,0.943835769,0.759683871,0.33398559,0.172198307,0.517684144,-0.150205704,2,6,1
high_116,high,37.77777778,61.94444444,0.609865471,0.837837838,0.621621622,1.347826087,18,18,1.055555556,3.78993007,34.02690208,1.533287328,1.906875383,65.01988132,0.88033968,-0.27849861,0.300033366,0.263482495,0.885252181,-0.034444135,0.3246057,0.260924962,0.576327357,-0.720534098,0.758570839,0.073801861,0.31786423,0.384793869,0.751374779,0.076071113,-0.132891153,-1.088542732,0.285967431,0.154531786,1.762295617,5.702652103,0.31410898,0.128498738,0.171633329,-0.558147534,1,10,1
high_117,high,50.5,31.38095238,1.609256449,0.681818182,0.954545455,0.714285714,21,22,1.095238095,,46.61978938,1.305200001,0.664570725,30.50651765,0.827344653,-0.412424362,0.350076829,0.214995349,0.537886235,-0.192612492,0.345313526,0.240536289,0.168815039,-0.832109871,0.761022944,0.067124783,-0.186464244,-0.082338898,0.755175001,0.075037262,-0.139785806,-1.049254261,0.294383671,0.137165428,0.882469315,1.927825254,0.289452855,0.12827394,0.500317522,0.096889013,2,15,1
high_118,high,42.18181818,39.375,1.071284271,0.382978723,0.489361702,0.782608696,24,22,0.958333333,,55.43648134,2.752524059,9.31056695,54.85222242,1.662260591,2.021367626,0.310080219,0.241742113,0.604218787,-0.334837969,0.284638854,0.214457004,0.163758369,-0.314434813,0.75628263,0.071338104,0.221415059,-0.313710637,0.74186363,0.062727063,0.007680398,-1.075121162,0.286927036,0.186965577,0.638251999,0.520844619,0.263222935,0.1319611,-0.260793876,-0.522650978,2,15,1
high_119,high,34,40.8125,0.833078101,0.703125,0.5625,1.25,32,31,1,,38,2.818397173,8.133807718,45.01930589,0.972140128,-0.285744661,0.31455553,0.214960864,0.513472744,0.17458051,0.353966508,0.198672325,-0.034648639,-0.381720102,0.744290453,0.075813139,-0.25454948,-0.204740406,0.741992882,0.086950998,-0.382332208,-0.934138591,0.312678142,0.146491466,0.804481739,1.501127612,0.33951802,0.13890757,0.26624882,0.036622244,1,14,1
high_120,high,35.41666667,27.84615385,1.271869245,0.653846154,0.653846154,1,13,12,1,4.264197368,18.62773267,-0.438326246,-1.127015117,25.31747142,0.845200917,0.176525807,0.298011639,0.221958659,0.142057994,-1.17259822,0.37056934,0.231443566,-0.537060756,-0.473672835,0.765193673,0.060789615,-0.247559575,-0.208979131,0.773930068,0.059670965,0.30251043,-1.118504072,0.273682888,0.130289863,0.645573238,0.615366908,0.315029113,0.100110779,-0.20481108,-0.157090217,1,7,0
high_122,high,38.53333333,41,0.939837398,0.571428571,0.888888889,0.642857143,32,30,0.96875,5.34955848,41.5623614,2.321267301,6.679041929,37.71796868,0.764515967,-0.138976541,0.298579961,0.223643723,0.609965427,0.072203666,0.331070263,0.240362142,0.197581223,-0.614146832,0.747004782,0.070940744,-0.01410516,-0.022331233,0.762442598,0.07143404,-0.048493305,-0.942632189,0.274930411,0.150035317,1.216797539,3.238967271,0.329206644,0.16174328,0.536626887,-0.159474667,1,19,1
high_123,high,33.86666667,23.02173913,1.47107334,0.369565217,0.510869565,0.723404255,46,45,1,5.656144847,40.94430807,3.930289956,20.81062084,30.12159737,1.573633515,1.516466378,0.298413314,0.219832468,0.794982945,0.361928947,0.273518661,0.215083342,0.604401389,-0.034493679,0.734859121,0.07871984,0.544227545,0.449511881,0.717542257,0.074288706,0.455200809,-0.678254292,0.322842847,0.163438064,1.22706226,2.528320094,0.305128128,0.133047604,0.618378077,0.380205163,1,30,1
high_124,high,40.69230769,64,0.635817308,0.481481481,0.481481481,1,13,13,1.076923077,4.785984536,22.63619747,0.426996971,-0.871281626,53.12563725,0.327147691,-1.294251008,0.347820643,0.248105231,0.507761601,-0.697241509,0.414049044,0.197912658,-0.076163774,-0.666744884,0.784150857,0.059476871,-0.490180362,-0.2857667,0.798341659,0.043203997,-0.193408349,-0.917465591,0.238205165,0.129644894,0.462240311,0.167957689,0.282682392,0.130033864,0.696137069,0.836060998,1,9,1
high_126,high,42.875,37,1.158783784,0.424242424,0.393939394,1.076923077,16,16,1.0625,6.397622093,31.43220217,0.740345163,-0.580726453,21.19748413,-0.223898214,-1.512575189,0.329943891,0.203969957,0.167024968,-0.726058255,0.387509451,0.174651262,0.130869086,-0.881707809,0.753701368,0.075072013,-0.477977658,-0.267333887,0.778882867,0.06592068,-0.85234942,0.816672939,0.283641628,0.141800902,0.493045016,-0.18048004,0.351719949,0.158149773,0.36845868,-1.037986989,1,11,1
high_127,high,24.85185185,15.39130435,1.614668341,0.254901961,0.450980392,0.565217391,23,27,1.217391304,,25.25211903,2.533314276,6.749785678,18.022055,2.240273209,5.629018249,0.276294672,0.177596394,0.754560779,0.949510511,0.280253838,0.192932778,0.550110768,-0.5406771,0.726898145,0.081018746,0.053750399,-0.20021465,0.725210624,0.076095614,-0.046559079,-0.70682045,0.33178023,0.16535033,0.792095734,0.759271234,0.335503739,0.162632839,0.781277408,0.445041147,2,15,1
high_128,high,40.09090909,20.85294118,1.922554174,0.264705882,0.544117647,0.486486486,34,33,1,,33.7457068,1.228094884,0.96419444,24.428166,2.762777202,10.57700331,0.239903619,0.181641376,0.660362674,0.52938775,0.254856776,0.188973019,0.435158907,-0.510446499,0.739812618,0.067044202,-0.073611853,-0.188941016,0.740981134,0.071366469,-0.057284186,-1.282617429,0.293908932,0.128213246,0.909875648,1.987723528,0.316175062,0.125100085,0.721356762,0.672119,1,19,1
high_129,high,33.55555556,34.78947368,0.964531854,0.789473684,0.684210526,1.153846154,19,18,1,5.208833333,19.31236185,0.775604353,0.298791545,33.55688197,1.951013105,5.266299016,0.317625564,0.188211925,0.172233367,-0.428840482,0.335438229,0.174552589,-0.348177703,-0.334986535,0.750539114,0.065646978,-0.0806908,-0.799710614,0.760989767,0.065898909,0.050801854,-1.201170852,0.275338789,0.136845954,0.633099881,0.403509051,0.311965011,0.141657581,0.548706118,0.063727873,1,13,1
high_130,high,30.4,18,1.688888889,0.047619048,0.380952381,0.125,10,10,1.1,6.597709677,16.02220681,0.433065726,-1.08872207,22.74984737,1.29950999,0.960913116,0.23833513,0.206052155,0.684795594,0.242744023,0.211781273,0.205117438,0.252999093,-0.473923283,0.720946388,0.08489023,0.276145491,-0.482175539,0.715038991,0.08577464,0.085609244,-0.434499643,0.295891443,0.160617571,1.220037749,1.692156125,0.279539026,0.147098054,0.996409874,0.832534615,2,5,1
high_131,high,34.875,26.88888889,1.297004132,0.888888889,0.444444444,2,9,8,1,,21.79408504,-0.307618998,-0.901835103,18.93703016,1.515817363,3.478702849,0.322417639,0.185023791,-0.058839611,-0.656559246,0.324593688,0.187903505,0.005189204,-0.905674475,0.781387103,0.054220623,-0.119482219,-0.57466449,0.77886242,0.054272497,-0.056308174,-1.076794224,0.300620629,0.133940122,0.019639834,0.213881252,0.27612147,0.126329918,-0.226036773,-0.541043028,2,7,1
high_132,high,58.1875,19.53333333,2.978882253,0.15625,0.625,0.25,15,16,1.133333333,4.851833333,67.59311479,1.651648067,1.841647839,23.04302394,1.130055013,-0.491984943,0.271812919,0.223574897,0.752673685,-0.100883145,0.254321513,0.197623855,0.625718949,-0.416982934,0.752993146,0.06517554,-0.151478661,0.0060914,0.739243759,0.067530017,-0.404414071,-0.35242578,0.289929805,0.166398548,0.790976434,0.673424246,0.286152895,0.148360001,0.02924816,-1.115589135,1,10,1
high_133,high,36.52380952,26.28571429,1.389492754,0.418604651,0.23255814,1.8,21,21,1.047619048,3.973204651,22.52025543,0.43909221,-0.723114838,24.23456799,1.051345007,1.047626862,0.299984365,0.198013647,0.265710348,-0.594710052,0.354168138,0.211249564,-0.022219755,-1.078841189,0.749230781,0.080684349,-0.32124966,-0.427779872,0.763002775,0.082822897,-0.424536444,-0.450585173,0.310951603,0.148643508,0.729438747,0.483430623,0.345236116,0.175181669,0.295785244,-0.629646158,2,13,1
high_134,high,29,24,1.208333333,0.142857143,0.571428571,0.25,13,14,1.153846154,6.30686,19.86492851,0.990853597,0.66280596,39.51581962,2.077788665,2.947877824,0.257668591,0.172178538,0.835786137,0.909686854,0.251792588,0.228017205,0.902534281,-0.045227911,0.747079828,0.061857089,-0.090221965,-0.493690407,0.751840192,0.0720766,-0.344261221,-1.117410721,0.255993291,0.126381318,0.784155506,0.976778242,0.240284354,0.134178918,0.792896454,-0.59667335,1,8,1
high_135,high,46.75,21.21052632,2.204094293,0.225,0.725,0.310344828,19,20,1.105263158,,30.01907288,1.135214047,0.69603195,23.98281549,0.735488214,-1.404708013,0.286148953,0.204099478,0.291599305,-0.443032133,0.279905357,0.239265564,0.262479873,-0.889493203,0.740940897,0.069307458,0.062664432,-0.12014096,0.738340841,0.075089118,0.246285414,-0.402603509,0.291817948,0.150500795,0.927611342,1.134897738,0.310066294,0.164537032,0.632377027,0.048261242,1,11,1
high_136,high,63.67741935,9.419354839,6.760273973,0.080645161,0.661290323,0.12195122,31,31,1,7.691163009,59.19030726,1.332857219,1.308826871,13.59356268,1.695989971,1.84048636,0.292608171,0.258382013,1.031960348,0.410808694,0.202577329,0.190061884,1.083913643,0.518500546,0.742083024,0.081672785,0.824065758,1.11511065,0.706525811,0.068180312,0.893482621,0.471647457,0.301810422,0.230994412,1.30470591,1.333920506,0.21838602,0.149100934,0.891787232,0.286285432,1,9,1
high_137,high,41.07692308,46.28571429,0.887464387,0.928571429,0.678571429,1.368421053,14,13,1,4.996636364,33.04154339,2.526278315,7.405783308,44.95541136,0.262167104,-1.634244993,0.312397898,0.256873256,0.678030371,-0.389288296,0.279623695,0.195880827,0.10514977,-0.792512718,0.771422243,0.070331881,0.359681397,-0.485146017,0.755627449,0.057522124,0.314986876,-1.000804535,0.304909742,0.167549934,1.363346609,2.539261314,0.298072187,0.096162255,0.131741994,-0.122716058,1,9,1
high_138,high,30.5,32.35714286,0.942604857,0.448275862,0.448275862,1,14,14,1.071428571,,14.38348412,-0.213251444,0.424352821,23.72148375,0.864248415,-0.091010432,0.271452617,0.174010651,0.142400385,-0.572917498,0.28534493,0.187089607,-0.082146759,-0.428860338,0.755441705,0.07050395,-0.804431209,0.239064521,0.7521217,0.075443053,-0.418701938,-0.835333287,0.263177348,0.139669202,0.371808685,-0.02822223,0.282773429,0.146049589,-0.113337007,-0.816345972,1,6,1
high_139,high,45.44444444,14.33333333,3.170542636,0.052631579,0.473684211,0.111111111,9,9,1.111111111,5.06961039,40.26509379,2.235703705,5.676670685,19.13112647,1.394159327,0.456680339,0.265965686,0.216934729,0.637866152,0.191591853,0.24655364,0.190041884,0.392611374,-1.089944321,0.746350246,0.081448474,0.379795799,0.435424924,0.727051728,0.06159147,-0.135134884,-0.211908596,0.367774237,0.188832071,0.82670731,0.83091407,0.331568196,0.150458967,0.091574646,0.618998697,1,6,1
high_140,high,37.25,64,0.58203125,0.333333333,0.333333333,1,4,4,1.25,5.267272727,24.30877756,0.468813248,-0.31657108,48.77841052,0.013027733,-5.65927705,0.347449073,0.230106427,0.32934097,-0.581528354,0.391573017,0.233637383,0.224177024,-1.402669048,0.774327272,0.074779208,-0.367648048,-0.724475378,0.776317835,0.059921097,-0.373004021,-1.508290382,0.33111608,0.165954546,0.245831566,-0.781205331,0.30628599,0.115440681,0.774633718,0.171778762,1,3,1
high_141,high,22,40.6,0.541871921,0.6,0.2,3,5,5,1,5.04597561,15.74801575,-0.170912469,-1.282957206,19.43707797,-0.301988415,-1.688579867,0.292660221,0.172288701,0.479146462,-0.236791084,0.310650117,0.182838112,0.233845162,-1.129282845,0.782505393,0.061281725,-0.515126996,-0.234565738,0.785019378,0.088882749,-0.530209858,-1.300128453,0.272105998,0.161180816,0.128385545,-0.624640738,0.330015506,0.184071103,0.134255161,-0.601125461,1,5,1
high_142,high,32.29411765,43.94444444,0.734885104,0.972222222,0.305555556,3.181818182,18,17,1,5.908465909,23.41944893,0.842207466,-0.19374698,37.8440643,1.084440709,1.256230365,0.299602785,0.206178623,0.429095464,0.064650851,0.349910799,0.231577707,0.207863224,-0.787695834,0.756796638,0.073910292,-0.343598117,0.186365243,0.764850208,0.082826195,-0.543855328,-0.220666283,0.285792421,0.138404867,0.948456371,2.518216703,0.318862985,0.1440016,0.514767143,-0.39289416,2,8,1
high_143,high,32.57142857,18.11428571,1.798107256,0.352112676,0.492957746,0.714285714,35,35,1.028571429,5.999787234,27.3240744,2.16889471,5.965806395,14.7981943,1.764989879,4.751422295,0.280278519,0.171343495,0.357716776,0.204908279,0.354167128,0.225058028,0.130851126,-0.592395059,0.735851571,0.065696911,0.049322845,0.176771632,0.751883191,0.07826368,0.224915109,-0.745995631,0.290992103,0.135397865,0.868375872,1.441162178,0.36225945,0.169906085,0.470165877,-0.124100274,1,21,1
high_144,high,40.57142857,18.11111111,2.240140228,0.541666667,0.555555556,0.975,36,35,1,7.103854167,37.59559245,1.915635934,3.474764779,16.39299115,1.145004225,0.659241551,0.282382823,0.173613688,0.628859255,0.658445138,0.305795027,0.178205363,0.197565243,-0.937043154,0.748828733,0.060158631,-0.215405852,0.177633237,0.756175811,0.06380271,-0.333322476,-0.687410501,0.282181744,0.129840727,0.875928447,1.474917918,0.290056297,0.104461261,0.617426665,1.179065841,1,23,1
high_145,high,34.74074074,29.23076923,1.188499025,0.333333333,0.62962963,0.529411765,26,27,1.076923077,5.036892922,28.07899926,1.286666003,1.447819798,25.73916501,0.908121105,-0.387504026,0.284346711,0.188051191,0.514942018,0.134668967,0.312286043,0.200156871,0.290525399,-0.708387782,0.746735351,0.067551724,-0.018352385,-0.400794995,0.747765939,0.067499332,-0.160455362,-0.918714974,0.324579736,0.160866476,0.626681015,0.260693513,0.349908201,0.174170078,0.23522278,-0.599317416,1,16,1
high_146,high,33.57142857,29.8,1.126558006,0.366666667,0.466666667,0.785714286,15,14,1,4.617761589,40.74444613,1.893036755,3.346714401,26.20032715,1.111108819,0.697357341,0.322540778,0.17878163,0.714131918,0.76438763,0.333563365,0.206788462,1.152239989,1.670626468,0.781025063,0.058848898,-0.507722585,0.238620514,0.777009352,0.065491696,-0.114493975,-0.160332703,0.31730444,0.144834191,0.399594002,-0.319224573,0.300104962,0.134540153,0.23627681,0.283678444,1,8,1
high_147,high,21.53846154,25.21428571,0.854216605,0.464285714,0.571428571,0.8125,14,13,1,5.183613636,20.16852079,0.852996908,-0.124648489,22.62122411,0.475292071,-1.4468353,0.262463709,0.173180079,0.952987172,2.149555788,0.241417126,0.16660741,0.732910174,0.002555436,0.734316933,0.069607166,0.413076428,0.626943885,0.716023076,0.068873904,0.067409916,-0.512481114,0.283414729,0.153134225,1.473974159,3.447418255,0.227944476,0.105625045,1.379441621,2.528247677,1,10,1
high_148,high,60.11764706,43.88888889,1.369769173,0.583333333,0.861111111,0.677419355,18,17,1,4.349924528,48.43795303,1.15977599,0.300275218,33.96172394,0.545239294,-0.668922295,0.387991838,0.226700122,0.373475594,-0.611482965,0.436534785,0.239764924,-0.00828766,-0.973830324,0.771231308,0.075883383,-0.550189847,-0.152391474,0.781431282,0.068854843,-0.481694547,-0.795439785,0.299024557,0.150915467,0.325619387,-0.092165671,0.338966317,0.127117548,0.128188286,-0.79852956,2,10,1
high_149,high,34.34782609,33.39130435,1.028645833,0.638297872,0.446808511,1.428571429,23,23,1.043478261,4.640464844,38.43839072,1.76684391,2.53399015,41.37493656,2.6076887,8.795710973,0.315045958,0.199371004,0.593061888,0.51315757,0.29837511,0.177363919,0.565791967,0.18710099,0.768945977,0.06887346,-0.181875186,-0.076659647,0.751296316,0.071115744,-0.163643159,-1.196589221,0.313506872,0.145316459,0.879068076,2.274596002,0.276950369,0.102677172,0.267688515,0.199631107,1,9,1
high_150,high,43.3,21.15789474,2.046517413,0.25,1.025,0.243902439,19,20,1.105263158,5.300949721,27.95880428,0.781410539,1.711155833,16.77386578,1.698631164,4.621378259,0.334822961,0.194969246,-0.040047538,-0.591557866,0.3688574,0.205978048,-0.247416915,-0.808912345,0.755647591,0.070750514,0.105430949,-0.552155925,0.766373682,0.084409299,0.311088825,-1.03043635,0.310640122,0.164275909,0.388012302,-0.273313093,0.337406306,0.174292203,0.078026942,0.347118573,1,13,1
high_151,high,23.07692308,31.8,0.725689405,0.3875,0.4,0.96875,40,39,1,6.160010033,18.2618161,1.504540735,2.733575011,21.67025611,0.076404174,-1.067639844,0.313486631,0.179830641,0.293538295,-0.150896986,0.337580907,0.17560002,0.094714842,-0.403469111,0.76152064,0.072300479,-0.156602956,-0.362715351,0.757577935,0.068473444,-0.27765226,-0.982133696,0.296580764,0.135876669,0.70794319,1.152373854,0.319453149,0.116058306,0.758276406,0.42878709,1,25,0
high_152,high,34.45454545,11.33333333,3.040106952,0.166666667,0.416666667,0.4,12,11,1,5.738690476,26.0513479,1.23180311,1.854853365,14.68662554,1.275913189,-0.264078816,0.28021634,0.205374056,0.612619919,-0.080305713,0.242743678,0.207270038,0.165250854,-1.240631443,0.731405158,0.075680115,0.327526402,-0.586419432,0.73077425,0.07122299,-0.070313264,-0.988927891,0.359417791,0.187653858,0.728100734,0.154704249,0.360429722,0.164446122,-0.222991706,-1.364251397,1,3,1
high_153,high,29.23529412,46.52941176,0.628318584,0.4,0.428571429,0.933333333,17,17,1.058823529,5.088948276,18.67662112,0.994083716,0.61224126,39.86401518,1.679207022,3.810479313,0.327204957,0.189865614,0.473971237,-0.495296749,0.340718544,0.177194291,0.269449929,-0.45837997,0.778323968,0.051792984,-0.155463311,-0.310197947,0.783771729,0.05598558,-0.011825645,-0.443768764,0.263523762,0.122690381,0.337063531,-0.061679625,0.286479492,0.091997583,-0.171650064,-0.436577505,1,12,1
high_154,high,37.46153846,69.61538462,0.538121547,0.518518519,0.37037037,1.4,13,13,1.076923077,4.539227092,42.754367,1.864359665,3.372130095,88.36528208,2.878992468,9.396836029,0.324182593,0.258226904,0.613817324,-0.627419044,0.407934651,0.269084541,0.502479831,-1.101423312,0.748608333,0.086099848,-0.523155059,-0.517582167,0.754913546,0.097733143,-0.429295361,-0.588062088,0.29127189,0.132574084,0.045858104,-0.33237837,0.3170135,0.119253785,-0.101189265,-1.122436558,1,9,1
high_155,high,41.92592593,46.72,0.897387113,0.377358491,0.679245283,0.555555556,25,27,1.12,5.60194586,39.85833175,1.299270914,0.82922964,58.41626486,2.52025218,7.877981359,0.291870946,0.212735431,0.849323273,0.395190569,0.341728735,0.22569374,0.462043543,-0.571806329,0.742510863,0.066037169,0.176614491,-0.250884104,0.749761766,0.077180442,0.088501211,-1.198352791,0.280252626,0.129452135,0.713302809,0.969099584,0.314555919,0.163292936,0.322723106,-0.402458412,1,13,1
low_001,low,24.76595745,13.23404255,1.871382637,0.053191489,0.361702128,0.147058824,47,47,1,5.76084,28.29672954,1.851982526,2.687335884,13.60340873,1.978341653,5.85950173,0.262002163,0.190025526,0.91600057,1.20671074,0.249695452,0.181354581,0.160230348,-0.364646274,0.748642782,0.06789508,0.284457089,0.257869197,0.737915471,0.061774964,0.071078618,-0.662240934,0.35531443,0.155664929,0.863547327,1.147170212,0.361306471,0.141424195,0.110694844,-0.746606627,1,17,0
low_002,low,9.125,11.66666667,0.782142857,0.117647059,0.058823529,2,9,8,0.888888889,3.511148148,5.383506558,-0.926702582,-0.702465825,6.614378278,0.229555566,-0.274565598,0.252185776,0.132296113,0.600529376,1.066140328,0.270557216,0.096251594,0.421568969,-0.654861186,0.730753834,0.05122839,0.105308501,-0.173100072,0.723069098,0.051213891,0.569611765,1.182735468,0.280004401,0.111844791,0.991355538,1.715427581,0.292759753,0.087604065,0.82722693,0.652252452,1,7,1
low_003,low,16.625,8.714285714,1.907786885,0.066666667,0,,7,8,1.142857143,5.445285714,15.11798834,0.987161782,-0.373819921,7.9102104,0.962630763,0.560864035,0.279816258,0.187814885,0.14920005,0.017590852,0.29136645,0.212897681,-0.354918573,-0.617867072,0.744429286,0.059218257,-0.112320789,-0.094938423,0.754990322,0.050866183,-1.779775903,2.696767495,0.304066572,0.12266732,1.262747729,2.127155627,0.286859762,0.142353703,1.114803621,0.416994,1,3,1
low_004,low,7.875,19.57142857,0.402372263,0.133333333,0,,7,8,1.142857143,5.116333333,4.086126353,1.057707168,1.366855443,26.64493162,1.249151649,-0.443884499,0.261781273,0.166476176,0.951149853,1.531455716,0.289258871,0.121986291,-0.255180627,0.031203043,0.748619706,0.064897638,0.307889196,-0.482380755,0.751220865,0.060693965,-0.203869526,-1.175662911,0.34923313,0.17295921,0.600555135,-0.353407612,0.337456022,0.101641296,-0.51905741,-0.725313121,1,5,1
low_005,low,16.625,8.714285714,1.907786885,0.066666667,0,,7,8,1.142857143,,15.11798834,0.987161782,-0.373819921,7.9102104,0.962630763,0.560864035,0.279816258,0.187814885,0.14920005,0.017590852,0.29136645,0.212897681,-0.354918573,-0.617867072,0.744429286,0.059218257,-0.112320789,-0.094938423,0.754990322,0.050866183,-1.779775903,2.696767495,0.304066572,0.12266732,1.262747729,2.127155627,0.286859762,0.142353703,1.114803621,0.416994,1,3,0
